"title";"date";"href"
"67";"La foire aux candidats à la présidentielle";"2017-01-18";"http://abonnes.lemonde.fr/election-presidentielle-2017/article/2017/01/18/la-foire-aux-candidats_5064394_4854003.html?xtmc=presidentielle&xtcr=67"
"68";"Pour les Junior-Entreprises, l’élection présidentielle est l’occasion de se faire connaître";"2017-01-18";"http://abonnes.lemonde.fr/economie/article/2017/01/17/pour-les-junior-entreprises-l-election-presidentielle-est-l-occasion-de-se-faire-connaitre_5064243_3234.html?xtmc=presidentielle&xtcr=68"
"69";"Présidentielle : Ayrault ne soutiendra pas forcément le vainqueur de la primaire à gauche";"2017-01-19";"http://abonnes.lemonde.fr/politique/article/2017/01/18/presidentielle-jean-marc-ayrault-ne-soutiendra-pas-automatiquement-le-vainqueur-de-la-primaire-socialiste_5064957_823448.html?xtmc=presidentielle&xtcr=69"
"70";"Présidentielle : les audioprothésistes ont l’oreille des candidats";"2017-01-19";"http://abonnes.lemonde.fr/economie/article/2017/01/19/presidentielle-les-audioprothesistes-ont-l-oreille-des-candidats_5065320_3234.html?xtmc=presidentielle&xtcr=70"
"71";"Italie, élection présidentielle, audiences radio… les informations à retenir à la mi-journée";"2017-01-19";"http://abonnes.lemonde.fr/les-decodeurs/article/2017/01/19/italie-election-presidentielle-audiences-radio-les-informations-a-retenir-a-la-mi-journee_5065350_4355770.html?xtmc=presidentielle&xtcr=71"
"72";"Présidentielle : Le Pen, Fillon et Macron en tête dans les intentions de vote au premier tour";"2017-01-20";"http://abonnes.lemonde.fr/election-presidentielle-2017/article/2017/01/19/le-pen-fillon-et-macron-en-tete-dans-les-intentions-de-vote-au-premier-tour_5065009_4854003.html?xtmc=presidentielle&xtcr=72"
"73";"Présidentielle : « Actuellement, aucun candidat socialiste ne serait qualifié pour le second tour »";"2017-01-20";"http://abonnes.lemonde.fr/election-presidentielle-2017/article/2017/01/19/dans-la-situation-actuelle-le-candidat-socialiste-quel-qu-il-soit-ne-serait-pas-qualifie-pour-le-second-tour-de-la-presidentielle_5065389_4854003.html?xtmc=presidentielle&xtcr=73"
"74";"Les opposants à l’avortement appellent les candidats à la présidentielle à « lutter contre les IVG »";"2017-01-23";"http://abonnes.lemonde.fr/societe/article/2017/01/22/les-antiavortement-manifestent-et-appellent-les-candidats-a-la-presidentielle-a-lutter-contre-les-ivg_5067031_3224.html?xtmc=presidentielle&xtcr=74"
"75";"Dépendance : les propositions des candidats à la présidentielle";"2017-01-24";"http://abonnes.lemonde.fr/economie/article/2017/01/24/dependance-les-propositions-des-candidats-a-la-presidentielle_5068266_3234.html?xtmc=presidentielle&xtcr=75"
"76";"Cybersécurité : « Le résultat de la présidentielle ne peut être faussé »";"2017-01-26";"http://abonnes.lemonde.fr/election-presidentielle-2017/article/2017/01/25/le-resultat-de-la-presidentielle-ne-peut-etre-fausse_5068760_4854003.html?xtmc=presidentielle&xtcr=76"
"77";"Présidentielle : les animalistes font campagne";"2017-01-26";"http://abonnes.lemonde.fr/politique/article/2017/01/26/presidentielle-les-animalistes-font-campagne_5069606_823448.html?xtmc=presidentielle&xtcr=77"
